TRANSACTION_ID,INVESTIGATION_COST,CUSTOMER_SUPPORT_COST,LOST_INTERCHANGE
TXN_NnEcoon3Y@TR,-33.49,-33.54,-37.01
TXN_FZiNTyM@ByKE,-40.52,-40.11,-48.25
TXN_1q5wmQe7PAQT,-36.56,-35.8,-30.56
TXN_qgEQ7Hwgv38d,-43.14,-48.86,-39.78
TXN_ZptdH@VaKVEN,8.56,19.16,2.8
TXN_7dpZzWn_R7HR,-41.94,-44.63,-38.21
TXN_x@PiyP_syONf,-32.68,-42.09,-33.1
TXN_an4oCMS4h1ty,-45.31,-44.48,-30.44
TXN_2ptAh-pxAOUz,-36.4,-43.42,-41.18
TXN_4xw92gg4RD1m,-42.45,-37.89,-41.66
TXN_sXy7x0hGgZtL,-37.29,-35.06,-47.13
TXN_SIAAQgHRlz0G,-37.95,-36.01,-44.05
TXN_L@NaP9VIQz3o,-35.35,-30.37,-43
TXN_Byhfllv2uEuh,-37.25,-33.67,-37.11
TXN_oqEm0kWM5GSo,-36.88,-42.3,-40.88
TXN_WOFSXaOG@FCg,-31.73,-47.93,-37.21
TXN_2BWnwgGfZ7mD,-41.22,-47.78,-49.66
TXN_PifqS@q-4-_8,-34.23,-43.19,-39.09
TXN__bkPzxEbsKmn,-42.77,-35.46,-35.5
TXN_yT3mKCTC5NiJ,-47.1,-44.75,-46.56
TXN_81G_4symIepb,19.78,14.82,2.96
TXN_AA4ekE_5RfLP,-44.3,-35.76,-38.09
TXN_tkl_qRoYhvu-,-46.15,-42.54,-30.76
TXN_J8SNC3-n-TIL,-34.16,-45.72,-31.84
TXN_Qhypfo11qkmd,-44.62,-41.38,-48.27
TXN_-AwC0G-rYsAq,-33.27,-46.56,-35.96
TXN_1zCshE7o5vtp,-38.44,-44.84,-45.75
TXN__Yv2Aj9vRuvr,-41.22,-36.5,-31.73
TXN_oFh1vjB1aVP9,6.18,15.11,1.96
TXN_SeXp4gtAswyb,-35.68,-39.74,-43.13
TXN_2iEINHdWvsD4,-33.37,-34.54,-36.33
TXN_X4lUalNxSCQS,-45.95,-35.62,-30.78
TXN_ab_8wtD6GQ35,-31.4,-32.37,-40.62
TXN_XWozfuqUQXTA,-39.82,-41.86,-31.05
TXN_tPpjIqaGpE1L,-34.85,-34.56,-40.39
TXN_b8mUljBPhWXR,-34.45,-35.29,-42.62
TXN_M3m6W2cKKWfi,-45.08,-47.72,-49.77
TXN_oTsXTY76L1Vb,-47.13,-34.96,-49.61
TXN_KO4zBNNZssUe,-33.82,-31.12,-39
TXN_ETU5uxjCQo0j,-30.47,-32.42,-32.36
TXN_mdBiQ3kkk23e,-37.4,-38.47,-47.32
TXN_JW0H5Axj@YHF,-32.9,-42.01,-45.39
TXN_rqrF2ek0MH5_,-46.08,-39.46,-47.15
TXN_gLcLkuVcKWIM,-45.99,-37.59,-47.14
TXN_kO@iucy30Vfi,-41.09,-41.59,-30.31
TXN_Z7Rug5h5QgnV,-37.33,-36.81,-49.54
TXN_SvCcc9NRfIEP,-45.42,-30.41,-36.71
TXN_P-lA-UTD8@ce,-46.74,-38.02,-33.49
TXN_kzx9_yx_q@@j,-36.73,-48.77,-39.35
TXN_tcSofBlT5wht,-42.56,-35.83,-39.82
TXN_IGmr1QOJUbgM,16.57,12.25,2.31
TXN_SoiA9RWYHcWI,-47.16,-30.68,-35.63
TXN_0LZocoeXpAHC,-30.75,-40.71,-43.56
TXN_mn5FD6uyJfyq,-41.14,-34.45,-37.66
TXN_7TcZxP8IPkKb,-37.31,-48.81,-34.52
TXN_kFaY0w7edUP2,-41.65,-46.81,-31.21
TXN_1Y74D9I6P58u,-32.28,-39.89,-31.95
TXN_q-wlyCbvYU1N,-34.58,-42.95,-35.2
TXN_v0SH625WhB6b,3.6,10.72,1.06
TXN_Y4EtQtRj@YmC,4.01,11.41,1.2
TXN_cnQpTO6WTpRq,-33.55,-36.71,-41.56
TXN_APzCPtYIn@GK,-45.4,-47.98,-32.71
TXN_zCO6GAbaalqB,-38.19,-44.25,-44.49
TXN_R@EnqP30JX9L,-45.84,-39.6,-33.59
TXN_PtXsu_tUfAxI,-31.03,-42.16,-33.36
TXN_hGRItgn6RW9i,-42.48,-36.86,-32.93
TXN_bFSBc9@qFxza,-38.24,-37.51,-34.22
TXN_AfuJNHxE3Co4,-30.8,-46.98,-48.7
TXN_q87b1RHdXHjb,-48.28,-43.22,-32.17
TXN_Uwcv5j1W-_d_,-41.17,-39.17,-43.62
TXN_lu@Td9ui2xc0,-47.14,-49.6,-37.13
TXN_5iY1DRA-vHdA,-45.67,-30.22,-36.91
TXN_2ysQwnEfbpnc,-34.62,-33.87,-43.92
TXN_BnUeMnug7Dk6,11.39,23.96,3.79
TXN_EN-0sI941kRy,9.88,21.4,3.26
TXN_V-wb0@UKDZP5,-42.67,-39.78,-39.76
TXN_7S_62JdbYx7E,-35.07,-41.2,-44.79
TXN_FcuhMhfnMPuw,19.27,14.41,2.85
TXN_cxzwrzew6nHJ,-45.22,-30.79,-32.71
TXN__hny-XzIW5Bn,-30.38,-43.19,-46.46
TXN_SNc0bYP7ILDL,-31.9,-36.5,-38.18
TXN_jhmob0nj1HFg,-41.94,-49.27,-48.57
TXN_B4BM1joGMPiu,-42.6,-46.91,-33.55
TXN_Ym-v@rrGZf_2,-39.02,-43.49,-46.33
TXN_r6MQGn54b3W6,-33.17,-48.4,-40.65
TXN_z7A24ULhDoik,-40.32,-48.11,-46.42
TXN_44lxm9Xa7Ph1,-47.86,-30.09,-44.94
TXN_T9@srqklTxJ-,-45.79,-36.79,-48.57
TXN_m10I3BFOEky0,-39.73,-45.75,-36.98
TXN_EZI96QTyep6P,-44.11,-36.25,-45.79
TXN_9QyHuDN1YKOd,-46.74,-36.89,-30.16
TXN_hWk0YgeBT9Xy,-40.65,-46.35,-46.71
TXN_EXvENeAdPVK9,-47.64,-36.56,-37.09
TXN_VcDeStoH5fZc,-46.55,-43.68,-36.74
TXN_CDkC0r_omtf1,-36.44,-39.29,-42.3
TXN_QcwDJGOuZEPP,-46.59,-48.19,-36
TXN_8-MLm4-a6V@V,-42.19,-36.59,-35.45
TXN_AlBwwPcQTgxx,-39.16,-35.56,-35.37
TXN_bEUH5qHuTaDT,-30.85,-34.28,-44.13
TXN_dZd-td6GNwRA,-49.07,-30.61,-48.22
TXN_zLLID1Cn0lL-,-38.62,-33.95,-31.99
TXN_vBoMVjgxAn7-,-42.26,-40.18,-41.78
TXN_c-0kgkO40g4I,-37.75,-34.43,-43.17
TXN_684okhRrkLX8,-35.31,-48.25,-42.57
TXN_@YgMAPmNwnvQ,-34.98,-44.02,-34.58
TXN_yqHYubx8uCp-,-33.45,-43.32,-49.64
TXN_LOygA9SQiTmT,-41.02,-47.75,-42.01
TXN_-R@AcxfkpMaq,-47.71,-48.41,-31.62
TXN_lpTZN1p@CP0j,-43.09,-30.49,-33.8
TXN_U2I2KhF89slv,-49.04,-48.5,-42.46
TXN_-xP2OJB4LzIB,-42.72,-31.29,-36.57
TXN_vrHrkZa5QKDm,-38.3,-32.07,-49.6
TXN_T@u3cafu4xOw,-43.14,-48.87,-36.98
TXN_HJTlQmOpjznx,-42.65,-49.34,-47.69
TXN_PvcPuK-qeW8I,-49.95,-42.03,-44.67
TXN_zZwZho0a3N7F,-35.19,-43.19,-44.43
TXN_1-mP4j3wME5s,-34.42,-45.6,-30.22
TXN_exAKWRcJKpA1,-42.22,-34.19,-46.28
TXN_W1hv4-gEGgUe,-34.18,-37.15,-36.81
TXN_jHCawG@QiKXn,-44.7,-39.13,-38.89
TXN_8ucQUpmj8jsP,-41.53,-46.79,-44.66
TXN_SEPKN4YjVivA,-31.93,-39.64,-42.59
TXN_Xv_ZTKZJaRdb,-49.37,-45.29,-45.93
TXN_snoxkJ8L0iC-,-40.5,-34.42,-37.5
TXN_j2g8yHJj0OZe,-44.26,-41.01,-36.05
TXN_HyC1CeP@VR9v,-49.45,-40.4,-48.98
TXN_wOZZROoT6Ubx,-46.49,-46.96,-42.92
TXN_Rh8ixWrCvuoS,-46.62,-43.58,-34.09
TXN_Z-fiB8XPBGFB,-49.66,-32.09,-33.6
TXN_QIthbBuwNRya,-46.42,-36.08,-47.47
TXN_UdXye@pJWrTB,-41.46,-30.51,-42.12
TXN_mmK8gMIYYr8F,-42.23,-46.46,-48.42
TXN_K5LaBPZNURA8,-41.27,-33.5,-39.1
TXN_5ggz0SzXn1jS,-46.08,-32.99,-42.12
TXN_UoNh7RptluDH,-36.64,-33.75,-41.76
TXN_m@FUTRLW2YH@,-40.89,-35.1,-32.36
TXN_AGwhPt6FhwgR,-44.72,-30.2,-44.09
TXN_8HCjyxqWHcj4,22.33,28.49,10.4
TXN_LDVgcLfO20Dn,-45.61,-41.68,-36.88
TXN_WzzEmDhS3s@j,-40.17,-47.29,-39.36
TXN_PvrUeynOi4Nl,-44.69,-40.12,-48.28
TXN_C91TPs09ODJW,-37.6,-39.13,-40.25
TXN_-RiBINOrAG_O,10.66,22.72,3.53
TXN_Oh8tO4g1kWZ-,-35.15,-36.68,-48.8
TXN_On9Us@zb0B9E,-30.01,-44.21,-31.98
TXN_LLcNf-A7sqmc,-49.08,-48,-44.74
TXN_3H0qTnbm3ibB,-34.68,-48.32,-42.76
TXN_XmvGlqlmC_Rq,-33.82,-45.4,-42.22
TXN_85rIro6GvwFp,4.67,12.53,1.43
TXN_6ILypKOifpbx,-33.62,-46.93,-30.63
TXN_TYzErULf5GJC,-49.13,-31.83,-39.28
TXN_MZf1e1Aokwnt,-31.52,-48.92,-46.32
TXN_hOrjACbhl5Ex,-41.42,-43.29,-41.95
TXN_Yt6oeh5FEdko,-39.13,-41.86,-31.11
TXN_Tq23i0O0ilRr,-49.5,-32.17,-35.92
TXN_Cdy8X2OfFsnj,-46.61,-37.4,-35.09
TXN_ZUKhtsJK15qM,-46.67,-36.82,-44.14
TXN_yx3Hmqqv37jF,-36.85,-43.8,-46.13
TXN_apBeRkWD1e6K,-44.89,-49.35,-32.54
TXN_Ro1ggVojLFxP,-35.96,-47.42,-32.43
TXN_eLF16dc@fwuW,-49.1,-45,-35.48
TXN_K91rWnM_OgEv,-41.77,-41.5,-35.34
TXN_8S5imR9sUkC4,-36.29,-47.62,-44.35
TXN_Rgj0rud3opdC,-38.07,-35.72,-46.83
TXN_XC1RNjGZJ_9s,-37.97,-41.73,-33.01
TXN_YqX_@3eivduo,-46.33,-47.48,-34.14
TXN_rip9cc2_r7Od,-45.32,-34.31,-48.24
TXN_GjLFw9tBPlMu,-46.76,-43.85,-40.3
TXN_F1@GVSlsZQ@f,-31.26,-49.7,-31.95
TXN_enw7k0A3C-YW,-46.82,-38.57,-33.49
TXN_7sdKUNvWZhn2,-36.31,-42.05,-43.89
TXN_NR1H2LmpvUyj,-33.14,-47,-43.3
TXN_USWdyszdTntc,-39.98,-38.43,-36.07
TXN_8Rdt4Hs4-bnT,-44.05,-39.51,-37.54
TXN_npARGVeMTQJK,-40.09,-46.01,-49.37
TXN_ZR@CYef-lz6t,-36.8,-31.72,-31.98
TXN_QGnMZLSMTlyu,-33.15,-48.65,-44.92
TXN_cIZnhDk0G6Qg,-45.92,-35.88,-40.81
TXN_Ulk6G5B0DsQ9,-44.49,-42.08,-45.13
TXN_ltSSLqmez_G3,-43.83,-47.71,-48.04
TXN_DRnvJf8z76hQ,-46.71,-43.43,-38.06
TXN_tFU2r6XNbiVo,-34.04,-37.25,-41.61
TXN_Vq42FxcvG_rX,-40.84,-43.83,-33.24
TXN_Qh84WrxkD14V,-42.12,-31.25,-49.54
TXN_Go3DzSEGc4W-,-37.53,-38.12,-34.18
TXN_mAWj@GvCRCPF,-43,-45.11,-37.96
TXN_PaInMScY_spb,-46.63,-31.36,-45
TXN_X8kmvdGT9NcN,-39.73,-42.07,-33.63
TXN_Jo4l6yiODbkD,-37.74,-39.89,-31.87
TXN_mbYQY8480F1a,-39.75,-35.97,-40.91
TXN_jubZY_pKVgx-,-43.56,-37.76,-36.43
TXN_tEcz47D7QFOo,-38.31,-47.84,-44.65
TXN_VcaS2xbudYMZ,-41.52,-30.9,-30.1
TXN_J2R6JX43TJ8@,-31.03,-46.32,-39.81
TXN_cxB@v1ejnfFn,-48.66,-36.97,-46.84
TXN_SVqAnhDqvxmC,-47.47,-32.09,-35.08
TXN_tEwSh@z2P@Ht,-44.59,-33.14,-31.4
TXN_FK9iXhrVu4An,-47.34,-36.29,-47.35
TXN_VpOeaBE7S9y6,-41.18,-49.11,-40.65
TXN__-Qe9M4_604N,-44.33,-32.56,-41.26
TXN_2RaaIWX9RU36,-34.88,-47.44,-45.68
TXN_t8@V_L5L-0q8,-34.79,-42.05,-42.31
TXN_mLk@ywrbGaRx,-48.02,-40.92,-39.06
TXN_6rEngwrs6m-F,-38.51,-49.31,-43.48
TXN_6N157Ewip0k7,-35.56,-36.8,-36.72
TXN_V2Gcym@pY3uz,-42.34,-38.75,-45.93
TXN_AUP7mp60r3VM,-33.16,-43.61,-36.97
TXN_pT_VtXWf4a7U,-37.65,-47.48,-33.18
TXN_HBKWdcKMaQNP,-40.27,-36.95,-31.93
TXN_jGtyr5ryXk7-,-38.83,-48.47,-41.01
TXN_8eYjinBDiS52,-41.34,-34.24,-49.94
TXN_Qg1HA4oDb8DX,-43.64,-49.95,-46.03
TXN_owZH7ZcaT8iO,21.14,26.72,9.69
TXN_Sww0fPILqStW,-39.17,-38.98,-36.93
TXN_W_FwCB_jLPEv,-32.11,-32.53,-31.03
TXN_srWsAjALmDqd,-45.67,-39.98,-42.78
TXN_mE3C43aQ0vmC,-40.53,-32.24,-37.83
TXN_Hi24suKBgIEL,-41.84,-30.18,-48.22
TXN_Ue-jqwW4HSt6,-40.8,-43.8,-40.54
TXN_mU7f84uhikiK,-43.93,-35.37,-43.91
TXN_K6QCqfsobXnT,-41.55,-42.34,-31.81
TXN_uHT83rM_WaEI,-39.47,-34.13,-33.02
TXN_cO23R_haI9DT,-35.62,-32.11,-33.13
TXN_hyRJtr8UBw-8,-47.09,-47.92,-39.7
TXN_q@b4T_1qWEwC,-37.82,-44.28,-40.11
TXN_4JUgdemaZA4P,-34.39,-45.87,-32.82
TXN_tXlZZ_2o-lvV,-47.52,-31.76,-36.59
TXN_-1Zu2g_K4olM,-42.31,-33.55,-33.77
TXN_tHEtx8sXDr-U,-36.86,-46.55,-47.05
TXN_zHwnP2nbg1Vg,-48.34,-44.41,-46.16
TXN_cNv1tVSI8GPW,-32.24,-39.69,-39.45
TXN_1W-dkaW1efAo,-32.37,-33.53,-42.27
TXN_JFhxGWjwgEE-,-43.96,-39.2,-33.46
TXN_y2DQu5pR0yP7,-37.9,-39.61,-34.33
TXN_S@7XWaIttVcN,-40.28,-41.42,-46.75
TXN_O4CMx-CE4oQT,-40.04,-41.34,-44.94
TXN_GMG4WrDySP8x,-30.88,-42.82,-49.62
TXN__kUoheQwtTRo,-46.42,-37.5,-35.46
TXN_U9fOY64SF9Ab,-37.46,-48.51,-40.92
TXN_ybfliK2cPL3t,-38.06,-35.4,-36.45
TXN_@qjvX5UbSW3f,-48.85,-41.72,-46.98
TXN_4XWJmi3P7Q8@,-30.26,-49.11,-40.42
TXN_Y0VU-R37_9A@,-40.29,-46.97,-43.51
TXN_u-ZcZdjX6Z5a,-47.24,-42.39,-43.39
TXN_zJLdy2acNyXn,-35.39,-32.42,-49.31
TXN_IhpoaywmxyeT,-43.86,-41.32,-35.85
TXN_1Vv@nr1_eWWG,16.61,19.92,6.97
TXN_eAm2kDilpN0P,-41.69,-31.85,-43.85
TXN_80@crN2ApsNZ,-30.39,-47.15,-32.98
TXN_vLY3O9W3nis-,-35.13,-39.87,-42.14
TXN_KZF1MxxGIbxS,-43.05,-38.63,-45.05
TXN_58LZyTXegtTW,-34.26,-45,-42.3
TXN_HnyM_RYTmLoI,-37.05,-44.57,-47.18
TXN_3iKe8UpdxJ3k,-43.14,-35.39,-47.91
TXN_zUb9BbSmmtTA,-30.5,-36.66,-43.74
TXN_RAEbNp7T44QE,-33.24,-48.01,-30.52
TXN_dN7SPBD09Ktg,-30.12,-41.97,-37.58
TXN_2@6p6tO61@wh,-36.36,-34.54,-48.65
TXN_u8GXFxdHVvp1,-40.89,-35.3,-32.14
TXN_OF3lEUn90Lgv,-40.2,-49.05,-39.41
TXN_T@_bEhjQl607,-31.57,-46.97,-42.88
TXN_wHslNk0_Ar46,-35.86,-42.73,-37.98
TXN_K3HgRnsJX3_x,-36.68,-32.99,-43.79
TXN_OQqLcIWw56tP,-42.97,-36.87,-45.67
TXN_jiFsjtmss37F,-48.23,-37.12,-44.24
TXN_f-dc4vts@Bln,-44.99,-32.22,-47.4
TXN_PK9lqzH49tZ7,-37.98,-41.84,-33.72
TXN_HBrFjB6rjlDE,-41.96,-49.57,-34.54
TXN_9oPnxOV942D9,-46.29,-47.49,-46.59
TXN_ns5aslDVXi@y,-41.95,-48.17,-44.12
TXN_TVgzZKB6Y5zQ,-43.17,-38.44,-48.59
TXN_FKhwWFbkGFDu,-44.47,-45.83,-46.11
TXN_Yxh5rUvxGPDR,-33.08,-40.66,-49.12
TXN_PLPmQvFM86ez,-48.73,-33.19,-45.21
TXN_ntiC_T67w_N9,-37.52,-37.32,-45.06
TXN_EVdGmDOs9zZN,-39.63,-49.48,-41.28
TXN_Gdyqtm4bccyj,-41.59,-38.35,-38.41
TXN_W_IuFJ_fXxtT,-35.31,-30.17,-48.05
TXN_H__ZU_pDSZGL,-34.34,-31.26,-41.98
TXN_pt5wZRQ5JZ7e,-31.83,-32.12,-46.17
TXN_xEwCeIn0kkvz,-44.14,-44.9,-33.46
TXN_q_pwB9WccUKL,-39.03,-39.56,-49.26
TXN_rvdV_mVv7WnO,-33.9,-48.17,-39.58
TXN_ySJ-V8b61mNo,-43.63,-48.55,-47.34
TXN_EXebFGRhTrG9,-35.01,-49.71,-48.94
TXN_B3QIaB0otNxk,-35.14,-39.3,-35.76
TXN_rJAikz3@cezr,-36.32,-40.83,-46.03
TXN_PRqiTGaukZq2,-44.74,-45.7,-35.69
TXN_ZJ91rSud4HOr,-40.01,-48.92,-37.24
TXN_df87In2mDmgi,-43.2,-46.47,-35.35
TXN_gPoGEKt0sbG7,-31.25,-35.1,-42.64
TXN_mC0UFOVvV9xY,-35.99,-36.44,-31.46
TXN_blosbAFtmWkK,-37.86,-39.65,-42.5
TXN_PJfJec71-msv,-41.72,-38.23,-42.06
TXN_mkhOnJi9H3Rv,-39.38,-44.94,-37.28
TXN_FGyjUC@-tuk6,-30.93,-30.94,-30.5
TXN_t9DivGN3AiXX,12.53,13.8,4.52
TXN_4Ps-NRH92pRK,-43.17,-34.38,-35.8
TXN_3LnW4JQR6eqS,-45.47,-41.89,-38.72
TXN_gXFfEi_JgvZG,-32.27,-34.06,-45.05
TXN_rCVNKV-0Jxfb,-30.82,-41.5,-46.42
TXN_w52_c@mICfTN,-32.79,-39.22,-46.92
TXN_ON4XdeO90rK-,-34.24,-37.1,-45.77
TXN_nczj9g_pYd1O,-36.69,-35.72,-31.01
TXN_k7KwLw76m3XX,-49.73,-40.9,-30.62
TXN_BCt3@cfl_LrE,-30.26,-40.88,-31.97
TXN_OUF-6kPBxb4S,-31.33,-43.4,-38.96
TXN_m5ZYiH-Yf-oG,-34.94,-47.79,-35.62
TXN_v9ZbGsIEP5sC,-40.56,-46.75,-36.91
TXN_prTqXmPV02lo,-41.06,-32.73,-32.28
TXN_PZjjNm0QnmST,-37.85,-30.57,-48.53
TXN_KU6OOsotXLMF,-30.24,-42.61,-43.53
TXN_YTzwFvsWtaJs,-47.82,-48.41,-30.78
TXN_bwNIhsujJ9Tw,-38.04,-43.69,-36.55
TXN_KC6EP1bYtRJP,-45.97,-42.47,-45.61
TXN_PArIy5LwR5B-,-44.56,-41.85,-47.49
TXN_B4JGQLwqvizh,-42.74,-36.52,-44.56
TXN_35ivGWHYKu0p,16.87,12.5,2.37
TXN_nxU3lLvk5G8@,-33.98,-39.03,-48.05
TXN_X-eYR9Q@L21I,-39.58,-46.01,-39.81
TXN_I37xAc6Obrq6,-41.67,-41.26,-42.29
TXN_4Ym1mQ_GXgLw,-44.15,-44.44,-41.07
TXN_LLt_4nP5EPux,-37.16,-37.7,-30.4
TXN_fW0Hvmittjjy,-44.58,-37.45,-40.76
TXN_3ohwvUGkRi8X,-46.37,-30.94,-47.03
TXN_qW5KrbvkaK@P,-32.09,-32,-48.09
TXN_5U4KTE4moO-O,-34.39,-37.89,-43.45
TXN_Nl5XI2IqINdW,-41.71,-38.25,-39.32
TXN_Vq9N8vYAxoL-,-47.55,-49.97,-39.97
TXN_AbVJ7Zhqfmd2,-35.97,-42.71,-38.84
TXN_1l1tCEQ3gozO,-46.41,-47.78,-31.28
TXN_0RmlqzE6P_HE,-33.44,-38.86,-41.22
TXN_HyfwYKXCKKkH,-33.64,-36.44,-38.48
TXN_kL6fn4xzOopp,-37.02,-47.19,-40.98
TXN_RifktS8WpV1m,-30.51,-46.42,-32.51
TXN_-PNZNRng-SzW,-48.65,-35.47,-44.6
TXN_c4kjMvW3P-sT,-40.32,-33.95,-35.53
TXN_yCM2-WYVpb8s,7.8,17.86,2.53
TXN_QaacKqZZV3eI,-49.54,-34.6,-46.37
TXN_f0R4lb3k9PM3,-46.68,-49.8,-33.61
TXN_ikZppuPOOyUL,-39.12,-31.26,-38.64
TXN_uGPS_EkcvVaP,-46.57,-32.3,-30.31
TXN_UVW6VVSJnCUZ,-39.54,-43.83,-34.22
TXN_OtWElQAtAhHU,-33.52,-46.4,-35.74
TXN_4lEaL3EGmwwe,-39.49,-41.86,-37.66
TXN_fLqq5_mDdoge,-46.89,-40.96,-39.56
TXN_@pBeTbhF-hXF,-31.88,-30.52,-36.59
TXN_oxOelUc8Llf_,-32.82,-33.81,-36.39
TXN_pBxGnuoouU3W,-31.43,-48.76,-35.67
TXN_Jpt1PQlTTiTw,-47.57,-41.67,-35.22
TXN_Wwg87E2T12WK,-33.28,-49.31,-47.37
TXN_8BzdmUot-PoN,-47.91,-40.4,-37.35
TXN_gs1AP3iJnlog,-47.33,-44.61,-32.44
TXN_o7GbBlC@IzhA,-39.06,-49.68,-32.6
TXN_IVTJ-GeVB7HZ,-34.66,-43.99,-48.04
TXN_VsM7f_jW02P3,-42.52,-40.07,-40.17
TXN_CwXd9dPO70ms,-37.77,-41.36,-48.41
TXN_7za1B_3D_gR@,-47.98,-48.92,-30.32
TXN_unnaiA2PrYQj,-46.05,-43.46,-47.61
TXN_fgc9IDkYV1K-,-47.06,-30.97,-49.52
TXN_peInBO3RZCPa,-30.86,-43.25,-31.7
TXN_CldVzDc3gorZ,-38.09,-44.85,-30.51
TXN_0@MvZcrYwXyj,-35.54,-31.85,-37.94
TXN_EotR0YZ0CVxh,-39.16,-35.55,-39.71
TXN_WdyRRuY8md1b,-45.3,-45.57,-47.89
TXN_ER4eINp-dea7,-38.49,-43.57,-41.15
TXN_po-o7rRxfsdb,-30.72,-38.21,-35.86
TXN_8YbuOwnM9g7O,-42.43,-47.83,-35.11
TXN_0KSXY-zymjY0,-46.32,-36.11,-31.97
TXN_t5ZqPyrzxkmn,-44.15,-47.29,-37.9
TXN_2JS920VPHFlW,-45.39,-32.06,-35.49
TXN_LMc0BsZFDNin,-30.2,-49.26,-47.18
TXN_QGpVkol6DuYy,-31.44,-44.74,-39.61
TXN_14Lm3MCc9IWs,-31.41,-37.08,-33.18
TXN_ZLxs8egu5sM5,-41.57,-33.01,-36.09
TXN_9RaraJCDnWSw,-40.16,-35.82,-32.5
TXN_uLwBsfD-Dh61,-39.65,-39.41,-45.31
TXN_ng702wE6GGG7,-49.61,-30.18,-36.12
TXN_h95WgObnA6B_,-41.65,-39.27,-36.94
TXN_0LRaK1erz-5u,-36.16,-42.17,-31.93
TXN_X-C8@t@GPwRC,-44.68,-34.51,-37.11
TXN_-WiZpkYC1xRz,-32.3,-31.3,-31.32
TXN_wy-oTMdTJiyX,-40.2,-35.15,-37.01
TXN_VDy6c6CBEQr-,-38.34,-45.81,-46.99
TXN_BoCoaSK@N-qe,-48.56,-34.94,-43.55
TXN_DGDtYXKMxc9i,-33.3,-43.93,-37.14
TXN_O6tx6jg0sqFV,-36.76,-46.4,-37.91
TXN_RzNIGtyVa1hN,-42.31,-46.26,-44.17
TXN_y85uOxcYcJO@,-34.38,-45.36,-38.2
TXN_8_jyqZax793Q,-40.87,-32.34,-48.03
TXN_rrszlcrshhBo,-34.54,-32.41,-44.7
TXN_Kfys47-G5sMB,-40.82,-31.38,-41.38
TXN_yKr2hgyDtAcw,-49.6,-38.29,-41.52
TXN_0KHivOaE8X8K,-38.25,-33.55,-49.25
TXN_yjCHOQtWp4Pp,-32.17,-46.54,-30.5
TXN_1fnvvoVzyiOX,-38.93,-34.28,-46.28
TXN_iDaM4qzPgsQk,-44.01,-34,-33.25
TXN_EkIgS1jcm0dh,-37.46,-49.79,-40.86
TXN_4bji0_uWJ9Xz,-37.19,-36.68,-31
TXN_VPqRm3_IWmTd,-35.36,-45.3,-42.82
TXN_ZqjtYMR1JZ7R,9.03,19.95,2.96
TXN_Lx2SKDpx@AMD,-40.92,-34.63,-34.33
TXN_bjLk2FCaijy7,-48.1,-35.72,-34.11
TXN_B5TTQ416MG7c,-46.07,-48.04,-34.48
TXN_ScG8gvL8d4oW,-45.57,-42.23,-30.09
TXN_Wi-6qQdsfc3C,-47.45,-40.79,-37.54
TXN_ilnPwDsomUVl,-46.45,-38.37,-48.58
TXN_BSogwNYUJfV7,-46.78,-43.31,-33.31
TXN_l_abQCfC2TDq,-43.82,-47.71,-47.4
TXN_F@2bxD58qP4@,-40.08,-35.77,-41.62
TXN_h93p4zBnsvkt,-34.68,-45.39,-49.65
TXN_bDF0Eib4accD,-34.49,-33.93,-45.84
TXN_WIYrSVv_wrQv,-36.16,-42.33,-47.35
TXN_CUtnj9BLI4AD,-35.72,-46.86,-36.75
TXN_rAF_voJKwCat,-38.97,-36.51,-32.92
TXN_UwyRq@2vKWxb,-38.34,-47.38,-32.37
TXN_UKTbhj6Lx85u,-46.25,-33.18,-44.52
TXN_lVhGwrqc81HP,-37.32,-46.11,-30.02
TXN_kRdEefD9vooz,-45.74,-42.71,-47.72
TXN_FRJVCuIwzJpi,-40.7,-35.38,-47.13
TXN_6naE700OoCnR,-38.21,-48.36,-41.73
TXN_q7l7rW@_M_WS,-46.47,-34.14,-44.1
TXN_5GUtQTBWXKxC,-41.56,-33.79,-44.35
TXN_eVKNmtKtt9CU,-31.51,-35.96,-36.05
TXN_aXAO-yH89OB5,-49.81,-46.37,-42.38
TXN_vnopzN08TXT2,-38.26,-43.58,-48.96
TXN_7L7MSDrJyEN9,-39.86,-48.56,-47.2
TXN_EDg5SvRlanAU,-31.12,-35.46,-39.38
TXN_QXiItpWNfczh,-34.41,-32.85,-47.27
TXN_Z9QFTmrG3jNX,-34.31,-37.28,-39.26
TXN_h3G0m3ozMMv1,11.02,7.82,1.2
TXN_ogO8tWV8Db0j,-42.09,-43.78,-31.02
TXN_CBuDMMfHlh3A,-42.27,-47.91,-33.88
TXN_bc13JdIjD272,14.59,16.88,5.75
TXN_2IxVDZjBC@_B,-33.6,-33.92,-46.95
TXN_HXLC@BjV5Dvc,-33.44,-33.46,-45.92
TXN_lmzOFz1YmMGg,7.55,17.43,2.44
TXN_dyUK@8B85_V5,-49.92,-30.24,-34.04
TXN_@KrxL8Ny97SV,-44.7,-39.11,-38.22
TXN_FAoc4QiKCwYZ,-46.81,-45.69,-35.88
TXN_J_yg_nDpR3d8,-36.59,-42.1,-35.61
TXN_wDQ@_foxpDKQ,-37.71,-38.45,-34.54
TXN_xerLnonIpPkd,-40.05,-41.59,-33.41
TXN_8@rbLI3ast_n,-44.12,-38.59,-48.21
