TRANSACTION_ID,RANDOM_VALUE
TXN_1YNOJpr08NvY,0.46709373
TXN_k3Nnk7JEz9M1,0.185358727
TXN_C7NY48OdGORM,0.064041786
TXN_VQBW5Lv2uiKk,0.293007826
TXN_Ruy8sdsOOfdt,0.240055329
TXN_7Kg2VHhNTST@,0.687792523
TXN_zPuEX4T1g0wl,0.266563602
TXN_ji_nzCA6moXI,0.761564211
TXN_YJxVY1PGpvSw,0.382741069
TXN_bCHsYX@lWeaN,0.719183481
TXN__UWqi9Onx_2O,0.282085872
TXN_UCGXjxKe0iYb,0.623900682
TXN_h2NXWqdaJAji,0.586647721
TXN_pteeJxJevwVY,0.842180743
TXN_iy8dc0JNzRV4,0.263124781
TXN_DkcDt_MYA5J@,0.10070494
TXN_pUJd4Z7qhxyf,0.479144518
TXN_G4xi998xtAtv,0.696102193
TXN_rBsijoO89XES,0.414007307
TXN_pVBuMm8O5tDw,0.670930515
TXN_qMZxITxghpbO,0.359563327
TXN_9w9_sb6ZgmVE,0.642944883
TXN_-2qj1Y@gV2Oc,0.619198317
TXN_BJNaRaXaVwt4,0.715986286
TXN_WwsoFABqZVKb,0.414362646
TXN_JQ5kZh3RWS4F,0.286886298
TXN_Vp@u3c6VZo-x,0.078023366
TXN_xpfAoEQKouGk,0.246536614
TXN_HnBlnNIWenEJ,0.404970431
TXN_ma8oJWhIPcPc,0.438075334
TXN_H16jsBkUzxGY,0.555842331
TXN_2oLVrDgEXe2i,0.233142651
TXN_HlkxHHz6l9xj,0.536083115
TXN_29492FS6gg5e,0.691677662
TXN_@AcAHVl--Nhk,0.36811941
TXN_n2o9fUBbUVOR,0.992105142
TXN_HavALVpnCGI2,0.857484602
TXN_JCA9MK3qiVWI,0.656568689
TXN_dKvLJrcZjSXL,0.208068441
TXN_FvreCTgaavUQ,0.182900968
TXN_a2QjLe9AV0@D,0.418260476
TXN_KUlRWoNakoMv,0.770525166
TXN_p0gCqFLgFI9x,0.227016017
TXN_XCt@uGII0XSN,0.981338147
TXN_-wj2fVhMxzQk,0.124345252
TXN_N2FvR9PpYKvy,0.263102528
TXN_sccmj0Ad07i3,0.550979336
TXN_P@rAu_yYEXTD,0.867548444
TXN_Cgb3f9WZ0w_4,0.537832566
TXN_I1@2530h2ABV,0.402483524
TXN_7eNeAa1xm3X6,0.469620717
TXN_4jzb@7iqmFb-,0.229267629
TXN_0-moYpbRN5ZK,0.289791154
TXN_6RF0@Cyw_HUq,0.503317936
TXN_nmAwchSzR4ZA,0.880842773
TXN_wmxccsgaET@W,0.260548364
TXN_uG38BF@N5D61,0.025256745
TXN_wB@NVLS@FkzF,0.734525714
TXN_3w3S-cOd8v3T,0.081355552
TXN_xurtuBSY7t8c,0.863503492
TXN_SBpvLet2Dd-S,0.094107458
TXN_2hnGFr0rouxG,0.161905589
TXN_njMT-qljUK3m,0.681807644
TXN_moRV2uRYmw5N,0.251810078
TXN_KDkow14XdfBd,0.269820035
TXN_udn_l-SoAlFU,0.251101538
TXN_@HCpKECL43aw,0.780629428
TXN_h6p773B1EUUd,0.699459303
TXN_pwloPmEVkU@5,0.876899491
TXN_ubkpz9vF2W8e,0.666136661
TXN_VvNEY9NoOGyK,0.537317361
TXN_NL_i_Ph-d5TQ,0.93553126
TXN_ajxjXT_2AM4k,0.129752832
TXN_5tIiBQnXAhwx,0.478767067
TXN_-bTD7ibGCf7N,0.331630876
TXN_H5XW6HVcrDWK,0.384657149
TXN_q5hdNxw983Mj,0.255829418
TXN_47Zm8Nhuh57j,0.318890238
TXN_AjSKOo9knw55,0.599774611
TXN_fnJ7PpNPB3E2,0.321319832
TXN_pQUGl2Y1OYSG,0.279931633
TXN_Ps9SHmocS8PV,0.473859605
TXN_v@r_T9xHBYdY,0.194715809
TXN_yxH575qICacq,0.368058171
TXN_aQKbB1xi7rAo,0.932377909
TXN_Rl0dNoMfrBXu,0.856992912
TXN_N5S-0Ad6RNtG,0.939172037
TXN_u3PEJUisQMIz,0.802734846
TXN_mS89RIW6uiyd,0.602632657
TXN_hUJaqkNx2P21,0.413909646
TXN_nE9GIYVFGkur,0.680075888
TXN_PnfFsY3QOL75,0.10948617
TXN_L1603KR@xRl6,0.941981462
TXN_-CuTmDZypZmB,0.227489069
TXN_GXz-aO2VZnB_,0.423962051
TXN__OJ3dwJ8bT7O,0.682120124
TXN_mZxui46rPNBu,0.703411862
TXN_Wzptc1c8Hm-l,0.651337504
TXN_PCYqSmHPlj16,0.388596816
TXN_MBYwikxkVhk-,0.947755172
TXN_uOQYutpFVanX,0.763414982
TXN_5GZRbvhIqBx5,0.462165002
TXN_Xx_Seu7b0HsK,0.956316202
TXN_Ag6E4DgONGij,0.008650267
TXN_k7QRQ1ztDo39,0.771039551
TXN_ap4WOkOUgL7P,0.864675442
TXN_DM72pMLOPD1y,0.511353501
TXN_Z_51haUJ0LKa,0.279249514
TXN_nJtEHKged2-G,0.348887416
TXN_4HchUX0k1lNm,0.299986228
TXN_r2PpoYyHdWpQ,0.332840877
TXN_gRY1uxzcLrtK,0.906257851
TXN_NYjFvH1bHgZA,0.141159209
TXN_a@vBxZ2ial8n,0.797533884
TXN_qgDqCh_EcGnO,0.949488221
TXN_CD1Urn9PLHPN,0.712221363
TXN_93dfJc_yaNEM,0.453362219
TXN_M_Jkd@hodmZv,0.41974247
TXN_m_Y34tnqVxK4,0.652286086
TXN_lyWEupMhw3uP,0.00274701
TXN_2RekDa3Hg5xj,0.296005169
TXN_xpJGumVF3J5-,0.766675113
TXN_B8htHLkMDwBT,0.638052769
TXN_Rt0EP42@llUo,0.851579791
TXN_vTxlUTaZFIhk,0.53726546
TXN_TzWOcSdZkBD7,0.362362647
TXN_IGUFTcNAMJDN,0.257595026
TXN_reFFBtn1VNr6,0.545963853
TXN_GRWfJcFmD0vZ,0.873066422
TXN_YQuOhjNw8vZF,0.608162725
TXN_JIZaw8Q2V0lV,0.620675746
TXN_GRr-CeJFgW37,0.391894821
TXN_3EXF2q-MbVbv,0.632339046
TXN_S64Z4G8ZQ2m9,0.259129874
TXN_zPuCG5lC052T,0.215354255
TXN_SlaQWfRN3fSF,0.952292214
TXN_c8QG0tt6vQJL,0.030331137
TXN_VvNJGCIi4Q9V,0.204460033
TXN_MY2-Aq_wtvGp,0.221221729
TXN_UQ8kyZdbHDS_,0.183024171
TXN_sYmGCkXPpAW5,0.146496946
TXN_6vcMN4xBFXUN,0.597908726
TXN_RQomHa9bQobe,0.899703516
TXN_@y7K0B56uetf,0.760177734
TXN_3f-xpuu8lcLX,0.963933743
TXN_tEWyh3rpR4J-,0.465411572
TXN_jaIWqOjsIzDz,0.125084885
TXN_9DKnhuRBoosi,0.259863264
TXN_l@Zd9FkRsz1G,0.990315217
TXN_rxyE9fBUJvjN,0.628200729
TXN_bnqTRBNZOrMu,0.658019136
TXN_S132nkcUdYIh,0.613994907
TXN_eQwZ4kIKTbvM,0.656355194
TXN_zLJNb2YV3-C5,0.164970323
TXN_qgJWpI4qN@ba,0.516721228
TXN_APw0xYgu0bMT,0.487835281
TXN_IWEL7JUeC2bS,0.229344915
TXN_sfYjl-sn9fEx,0.142299597
TXN_BdmDP8KSMzX3,0.770948726
TXN_iItHKjI5g9T1,0.456312556
TXN_VrWmE32qmaJ0,0.398913852
TXN_HheUt0P25Sb1,0.568063171
TXN_KTNPBre9ymng,0.238567457
TXN_x2CLAIXRTRtV,0.592545886
TXN_MFvG-HDGMeM1,0.704799017
TXN_tsVh@BlUt5P4,0.904314904
TXN_SVlh3Sm7Y3PW,0.016582171
TXN_W-BXW5JyolwB,0.317684961
TXN__@q-Dv_N_0wj,0.268518553
TXN_2eG-ptPicsX1,0.257955771
TXN_WSvJF853iA6c,0.449437132
TXN_EOMng@nPnxtp,0.637720428
TXN_W1I54fddk_mR,0.363462741
TXN_4rKdBGUMjcUL,0.377099486
TXN_4UrK8vVM3UnY,0.890307198
TXN_47kha9GI0kuY,0.051336071
TXN_IzALEuKqiA70,0.166090393
TXN_LgyL9dMFkzIk,0.900007232
TXN_DIZUxo5IfF6n,0.639819645
TXN_6kUWDQVJiZf@,0.448734276
TXN_LThREt0rY_Ft,0.859746886
TXN_6myamlRA-Wr-,0.988275952
TXN_yLdOufdl44FU,0.897559335
TXN_fTGgkOLtVxKv,0.267625738
TXN_Z99vi2dzka5H,0.176535493
TXN_sC7wazHJnQqm,0.58379448
TXN_b_HK-4_c1cEo,0.24991064
TXN_v-qKGpTgUaWO,0.471179201
TXN_AuMPtxlxi6_E,0.422925026
TXN_XDU1t5sA0d9d,0.083861303
TXN_AyP2PRkK2AU-,0.14722362
TXN_Ov7vNKnKH5VQ,0.012312043
TXN_5SnP5UKL3KBb,0.827753372
TXN_cm6KHsNyyMVn,0.463390604
TXN_Lrq45LaWLCPc,0.160111769
TXN_feW2EiJ3EcUH,0.307879511
TXN_19ebzUkR@1GZ,0.919011384
TXN_@RAXdwA1IACD,0.104896766
TXN_SoPdKoqmp8sm,0.464229431
TXN_higNFta8IdGe,0.365250799
TXN_1iDVxZ_f9Cg0,0.266421042
TXN_liBLmfZkAiK4,0.956369128
TXN_7GkGj5ezAEZP,0.155620006
TXN_sM2QbZfxNPVQ,0.818363244
TXN_mABj_JHYvhtv,0.652466721
TXN_GQIsbBA98xL8,0.054830399
TXN_O7N4b6ZhhGRc,0.706866821
TXN_uoiSb8EmrkWb,0.438063903
TXN_KmnRnj3o3jPf,0.962895568
TXN_dJFxUhCFFUkR,0.602959013
TXN_8uOLFJ6cp1Ff,0.553217863
TXN_gtJcXmRqwY09,0.829618376
TXN_QJc5UowIsJHs,0.25817957
TXN_6IGGncId_iG7,0.134867784
TXN_0OM6tV3-t7gL,0.507872181
TXN_fzAv5Z0wRJqf,0.347021506
TXN_VnjI9nHl@J4o,0.310038147
TXN_yOhT17PlylRw,0.982445422
TXN_f9ejkZgWeWkL,0.341329352
TXN_9WSvF8@nsMcd,0.709061733
TXN_hnpSR6qJIfZy,0.870165331
TXN_jrD@VdEsfTk9,0.549380805
TXN_vE@6hqs0X-fI,0.75204331
TXN_fG97KdBrwTCV,0.3668743
TXN_PrCb2IGxmG4h,0.861692496
TXN_o0W7YkTNwFKe,0.381846954
TXN_Itsqnl86Rj7Y,0.979512436
TXN_WyhXOfL2OirN,0.192645054
TXN_KcGewkK0OBss,0.089041041
TXN_iwxLY@vUo4@o,0.426693556
TXN_STBDb0kJ0Z4w,0.524294474
TXN_Y7AMtXK3ek4b,0.492487568
TXN_5j6vqYD7dE6l,0.136878721
TXN_6poywtv3e8Ep,0.521730575
TXN_@sQLbdt_-xPn,0.276697312
TXN_mgdirP9qHTzE,0.729117543
TXN_2fia6U85@@5T,0.173727181
TXN_@W3aUNM4EIjY,0.6665324
TXN_M1Uol7gRm2Pr,0.967812475
TXN_WoFQapOHmxpm,0.467904201
TXN_tX6XNnAArs4-,0.929402356
TXN_GVXCnezPJ1Aw,0.354735677
TXN_kXxDsmvqnjVJ,0.349016538
TXN_@-b@CXNzgAPd,0.572021744
TXN_aGfDiLKnEj_S,0.741690341
TXN_zFEEalDHrNaN,0.602730163
TXN_faVnFnuJTSu6,0.911302174
TXN_o4MFQTT9K3o4,0.267428978
TXN_twPdSdDgjig8,0.384547048
TXN_DI6reXopZ7nj,0.409769074
TXN_sFLlcWPMsN32,0.095488195
TXN_n-UM-vFo3cAs,0.860398814
TXN_W-4BQKysHk8B,0.230278705
TXN__VGBVNyfNAKN,0.758478286
TXN_sxn9JAqtcsDL,0.019486641
TXN_jgqRMCS8qxqi,0.483423573
TXN_hAHfSeqKtZow,0.414343534
TXN_6GuLHzlJPqWD,0.419887478
TXN_oSfKChEOkmaD,0.86937438
TXN_KFPOFFAQBnxE,0.639644913
TXN_9xanD5KXg77w,0.759696176
TXN_IEsFgZ4uQaRW,0.422715588
TXN_sJm1SUJ1GUaV,0.947811358
TXN_EWiT7jshKJMF,0.192845168
TXN_BrwVVCVIQO3_,0.721628115
TXN_MgL-1V9gO-p-,0.71749088
TXN_JF@h@N1VXsJs,0.07678726
TXN_8HOrnWXPIg84,0.692382724
TXN_VbzLkfFq1Rb6,0.93223095
TXN_J9C9beV0ePkn,0.363858074
TXN_WpGwA9BSR5UA,0.817857841
TXN_-Efy4H4qHQ5y,0.294543295
TXN_lPT7xSeElzQN,0.716752521
TXN_c6P0Ln7pmZU_,0.20971796
TXN_VuYQZC3rIsgJ,0.660611793
TXN_eKaafchpyEfu,0.605895414
TXN_qPe1lS25ImT4,0.048584268
TXN_55WHYLzysr6V,0.633144955
TXN_Sp6zp0WTdWqV,0.486021685
TXN_8FnnmEqfSJ8q,0.919858458
TXN_BQWjwxhsuQ6X,0.161424941
TXN_wjRvGknizYjy,0.33224415
TXN_VKo8Sfhf-Qoo,0.577592929
TXN_aQrV78UALRVD,0.913734843
TXN_yeByqPcSVBg8,0.330656812
TXN_x6CugDIS1Lzw,0.211419642
TXN_dmwmxYbJS2BS,0.674615641
TXN_gnrVoVuQ5cbM,0.58510128
TXN_Qr_c_5ntpJf9,0.612094678
TXN_o6b_1SX2jU-6,0.464931596
TXN_mN2QQ7Q1Eq8T,0.809904109
TXN_kDOatvgD7PAB,0.012412804
TXN_jAm8crELNuNR,0.476495446
TXN_gQ3OU0kceYsM,0.022261569
TXN_5fmb6UnauzX9,0.80235833
TXN_L@cX58C9Exod,0.502314808
TXN_rOegsQQyp@Mh,0.560836308
TXN_-Wjgv5Ff74Wk,0.046707946
TXN_2KexX4ebOfEA,0.311306227
TXN_GB10AorR0mtV,0.605547071
TXN_tuvdR@aRkdXt,0.965961386
TXN_iGxpb4VBOtrc,0.034029797
TXN_SwHVawS_4DYn,0.522503914
TXN_k_BNxMqc3rnA,0.776047904
TXN_b9X9EccMlVHN,0.363584643
TXN_5FSqhgtUR-_G,0.446525158
TXN_ESce-XUmdkkh,0.692034231
TXN_rT8BlaRu7coe,0.303768737
TXN_ypyBn7G_RunF,0.821800644
TXN_oRRAC7fzGPFX,0.863013499
TXN_ol9G3ON1LT@P,0.192528574
TXN_HN1XOn9yvglM,0.324935597
TXN_OCfBUDHL6PYZ,0.413829799
TXN_o1jPYa8J2Q_J,0.499281706
TXN_@wMzvf2Kyrr6,0.010699557
TXN_8Mzwk4K9PcWs,0.718679996
TXN_RtEalxhQuceP,0.903055091
TXN_2_KRBzbwnLG8,0.996291491
TXN_F-FHMzclBK8h,0.560688201
TXN_HuOKbKj-7fw-,0.762294029
TXN_XeOLYktle0Vg,0.004627736
TXN_PpEu7ymMi8@T,0.181970573
TXN_VVSwxJR-kIKV,0.470267693
TXN_W@uNVWQ1PCk8,0.793048669
TXN_ABa0UsRgSXhb,0.631484613
TXN_RVF8vtDLzkzk,0.319709303
TXN_Jpn44tPGxzhN,0.607924614
TXN_5S8DcxE_Jsdv,0.496635267
TXN_bK-CBW_xeQgu,0.228473009
TXN_4xF8beZTSgK3,0.990891547
TXN_RiSdKBZd0iZx,0.166125834
TXN_EQEtnnn194fu,0.865496337
TXN_37-ZSPJ@O3C2,0.549081215
TXN_va8LsItLaHnG,0.722187199
TXN_fedGOmoicGsJ,0.268628106
TXN_Mj8RHAzhw@gH,0.411619457
TXN_jQp9jHn5S2EL,0.547161621
TXN_IueUISWEWs7d,0.600245824
TXN_SjeVSd3DDmPS,0.288976982
TXN_oV-MeR7vCa1K,0.179196431
TXN_VeY1G24QLU8P,0.319516741
TXN_69AOKgIKM1AD,0.497967116
TXN_YsIlfJNrhRGi,0.366140304
TXN_eL3CH7toMKbc,0.799317593
TXN_-Nuq1m8SwFDA,0.907429633
TXN_f0iPxqQe1Iti,0.45333016
TXN_b2K7TjP-RBNN,0.279377197
TXN_BOEfUqiuxiCV,0.250212209
TXN_7o-8O_fceJ6E,0.966466919
TXN_3n6yaWh1Db9U,0.423773532
TXN_6tUhuGLrQbc@,0.041180514
TXN_pUadSWiwW6gz,0.088790562
TXN_BmZaXGJpdnr2,0.337662551
TXN_QaqAi10KwJV8,0.596145756
TXN_BNn37PTcVdiI,0.800885625
TXN_3OAdgJLxfk6V,0.752051115
TXN_HMct8FI-fTnK,0.647906272
TXN_9cAxJEAZv15n,0.028286241
TXN_xEnYkUDLI_5B,0.078251688
TXN_gt7HjhmfIprX,0.484566948
TXN_PnGblpg05XeR,0.688928006
TXN_MKS1Q@UBH11-,0.246910198
TXN_PKIq@wmcGhcy,0.231528683
TXN_W@Xppys@3rod,0.41493316
TXN_nhRMWOUoqXLZ,0.249564338
TXN_esVhbkvy1RsX,0.296656874
TXN_UNTOuYZZv3Jg,0.682546975
TXN_jsP847F8BeTS,0.806795084
TXN_ydFzMMOt@1y3,0.112290663
TXN_R-lI7D3AUiCy,0.703224957
TXN_LEY3NLYPy6Ns,0.80258868
TXN_c2cw1ELSGFyr,0.763993831
TXN_ixSIuKuazOVh,0.531099078
TXN_2UNr7ht8NXX-,0.999753865
TXN_zMptOS5O6b0I,0.912453217
TXN_AJDih@xJtoiL,0.616034497
TXN_rZf2fHGx_H-j,0.367927349
TXN_HnyM_RYTmLoI,0.06551879
TXN_Vf9jsRZBIU8Z,0.727503491
TXN_u3xpaUHdGnsv,0.685479136
TXN_tHugaRNJcjF-,0.612014316
TXN_jf8eDmzISnla,0.683989832
TXN_vmKolB-o3Ox6,0.439855863
TXN_I5TrChNK8VpK,0.11912003
TXN_D7e1_oDR2@ZF,0.271569318
TXN_Z_pDJcP8bNLS,0.024872822
TXN_a477LfPf_CGz,0.357126418
TXN_PQ-BjvXx5zFW,0.297437838
TXN_zD7X0OzAo6Qw,0.25171898
TXN_j5p9uQ43K@5z,0.573706171
TXN_hgmnPA14Rk5s,0.858054129
TXN_l6SWBwSV29v5,0.629073403
TXN_99KoUd08kkj3,0.583541757
TXN_P21QZJjwyqY2,0.112485777
TXN_vs9@hN7RoqOP,0.75601194
TXN_kxYo0qYQyzB8,0.271186492
TXN_pVk7qVXAo_rf,0.99533116
TXN_gfszQ3Yan-xL,0.851505306
TXN_UUm5gTYWmFdE,0.648434606
TXN__sAm_66P0JcR,0.127069364
TXN_G4ZPxJD__r0Z,0.683675131
TXN_BxFCjuMqh9Lv,0.473077547
TXN_0MD2fSqqoJtB,0.351553479
TXN_27lWkAKLZJ0f,0.444999198
TXN_rdPoSG5GNbYK,0.939837444
TXN_fm-c3VUXPjwe,0.97533281
TXN_11EBAGMscBkx,0.769564687
TXN_Md-kNvhPq___,0.570055748
TXN_9TOXfJaa7u6f,0.694321113
TXN_0j24cjlaMPFi,0.853729282
TXN_SZ1ONBb8QAtq,0.407939796
TXN_JCplWGfg0qRN,0.533435564
TXN_gHSDNi0rAh5p,0.234276001
TXN_RZTNL3_RZ4lq,0.528011361
TXN_Sc_gh5vAa0cq,0.880253694
TXN_v9z39LnfY6PB,0.231337625
TXN_-mHsN78xwcgV,0.87822131
TXN_xLup-jTqgoV3,0.794271577
TXN_2C2Kzu35ZNbU,0.79996695
TXN_i1GL--QH3h9L,0.158487192
TXN_vWNqml3nphkx,0.856159879
TXN_76J4cAbE-PRh,0.611527635
TXN_mbweoP57uqHD,0.04117645
TXN_Coter86EJYTs,0.751859619
TXN_L4CpEfPdn8V-,0.677016577
TXN_56TZ0WxhwQ7Y,0.288769125
TXN_ywmVfNQ8TkDH,0.509616844
TXN_l0uEhBcAAHur,0.502405488
TXN_3Qw-h2UHjabH,0.601224696
TXN_1uG0nfUTb1mH,0.545496606
TXN_Z7Rug5h5QgnV,0.854408873
TXN_JOhUDyZzcP4z,0.897002771
TXN_928VUChRIF2Q,0.688890751
TXN_6Q6tHDeHPJ3a,0.163093102
TXN_40@PwBswpiTg,0.335135993
TXN_q_PY9G65w2AF,0.049171595
TXN_vpfk54Lh9i_L,0.744341717
TXN_sosIOfQg1CMj,0.642291968
TXN_YZwY6gKnh8y4,0.35586099
TXN_7bJGC17EpJbW,0.186221627
TXN_3kiCamrVApwe,0.26491792
TXN_amQs_f7i4ic4,0.169836765
TXN_HwyglPqMcI8h,0.256276758
TXN_to@RbCENhdL2,0.499666495
TXN_Mt3x5K@f6vso,0.442077324
TXN_wSNrqNomnjou,0.466824437
TXN_c_bIg_wceIXj,0.942970366
TXN_voGNLNszWo04,0.387588741
TXN_TYTO-ejRIEMe,0.211060482
TXN_hvPl-NMkTYsO,0.616173747
TXN_SZz_bOIV9EG1,0.595760436
TXN_LVuxesGB0xPg,0.086512278
TXN_6BBfMvyFZ4JG,0.17099518
TXN_2ZVfiPYqWrJ4,0.551191209
TXN_ZJMDv1mJklkJ,0.115227537
TXN_RGrHO2pZndcD,0.444581207
TXN_MuU38JhHsFdk,0.953505133
TXN_4zFnrpMRp4Tq,0.851638989
TXN_gxV0zg9ck4Og,0.753702121
TXN_4aNvmA1UFijo,0.335853984
TXN_oZVtZfncbPpf,0.328527733
TXN_@ooj9LJA3qwR,0.257170585
TXN_pHrCnGLnLUki,0.122979982
TXN_m1gV6Cum5RU9,0.52674672
TXN_TBr_cRfdrEDT,0.191585502
TXN_gU7mS-FzKOaL,0.566855132
TXN_BNX3pRv9iLdV,0.422285697
TXN_UhpVCkDZPP_L,0.301062695
TXN_oCIgECt7ShVN,0.845591374
TXN_jUK4HqclT6bE,0.401125938
TXN_OgyO9NayKxbJ,0.809269739
TXN_mtyGiKo6npiF,0.433177077
TXN_Hy3Bwx2EeZWL,0.556111137
TXN_y3m7JfMNq7E8,0.645911067
TXN_OzlzGCJ7cWrA,0.973893834
TXN_XRUI5BWYZYBf,0.931454841
TXN_RB3Z7TxW0Whn,0.159097288
TXN_KEZXkjRm13GM,0.368884405
TXN_m-6GgydiLFX7,0.180786048
TXN_Ep6Mq9K25sjg,0.433658099
TXN_EOublR6m-tbX,0.061839475
TXN_XmJ4FgKxgoYG,0.435469341
TXN_Zhyx1J4v9ELg,0.939114783
TXN_M6m3z8SIrUVz,0.415072435
TXN_sI3tBK_vXuJH,0.18941841
TXN_kmlM-dW@m3CL,0.949777259
TXN_9Cw_TQrlrAmY,0.905232875
TXN_v2e5ecr8tKIr,0.823484052
TXN_wa2c-5YYtY8-,0.1350608
TXN_nh2JgWkCkFXu,0.285199391
TXN_k7KwLw76m3XX,0.795844254
TXN_w29cqdm9qX-P,0.160374634
TXN_VYVlxW5qS0aQ,0.407836277
TXN_M7HNIKI9eYy7,0.599247335
TXN_V5RH08k-oEbX,0.146012652
TXN_UM@sEcXxYENb,0.322832027
TXN_39jIUsTYhxzK,0.288129368
TXN_Z1mTBprfTzo1,0.872451775
TXN_yaz07ZTJ9MZz,0.632953999
TXN_aCbp-6C8Kouy,0.622821925
TXN_Sz@bzsSU7kgj,0.700315961
TXN_uefYye_YaHGG,0.581436574
TXN_Cb@bI9GXguCg,0.998722133
TXN_kfblLkG7nl70,0.88184966
TXN_4sSbvvB7wUXX,0.240782518
TXN_GqGX-qtjbiDx,0.495562791
TXN_jSNXw88cKJxv,0.983965296
TXN_AoEXObv9XVVa,0.131696912
TXN_PvZ3OO0HOadD,0.001057635
TXN_pPA7Q@PYQMjd,0.46121391
TXN_UwEN1890uREs,0.899815171
TXN_C_VIuVwInIHs,0.93095038
TXN_-VgERi0qTm@B,0.778925158
TXN_4Uw_VCMq1Tau,0.233201127
TXN_4k_U5nUvR4JV,0.21443678
TXN_@pA4YWak-SG4,0.920055437
TXN_opSEoY20wYza,0.874455543
TXN_p7fBVZOtBZjo,0.299527439
TXN_m9BU1jYuniUl,0.734009969
TXN_EBeBl61mKwJ8,0.448354306
TXN_sqB3MVwAQeR_,0.794203867
TXN_tUZt2tE7RKWC,0.623310756
TXN_IO@9uJBlBzNA,0.639539485
TXN_au55Oot1Fvhj,0.312441732
TXN_6_1oqWihs28g,0.285406433
TXN_p8PA3E_T7XbZ,0.522432036
TXN_EPSuG0RdcBDb,0.079615855
TXN_uWJy1PzpY3tY,0.090832008
TXN_8SSkTlMrC98A,0.359719179
TXN_18-rVAMntc8M,0.50420971
TXN_gTprBAbEyl-X,0.481923508
TXN_AZQZC-y6dsc4,0.737794167
TXN_PVqFnjFhlDip,0.594712232
TXN_G6DZSUddzLEj,0.280595362
TXN_PUp9Pvv7yaYo,0.361945149
TXN_noF4sZ1OljUg,0.670540724
TXN_FlZtlH31Yhmh,0.240362917
TXN_TF2Ao0UYcQ0h,0.097801814
TXN_h1mfwxnQqY1e,0.78286605
TXN_aUI3@yoFHDR5,0.419814302
TXN_yyUYJBT4JeHK,0.609533132
TXN_vVavcXFQ8cWU,0.475492489
TXN_n5TokQCbkCuZ,0.614595668
TXN_1ZK2y8r-TG0u,0.865982675
TXN_DCPzh1KObuAE,0.826043692
TXN_Kq2dNsUGN6ky,0.127434983
TXN_LTWOPBVOJahU,0.07414884
TXN_BeCmfYqYDZma,0.436530087
TXN_Vy6Ln4i8Vh2S,0.231278872
TXN_NVgL8NScTKHx,0.465752977
TXN_MFN43ZoyH43E,0.267961221
TXN_-_2BGwseWHk4,0.55614881
TXN_tElHewlsh_sW,0.730594572
TXN__bRDCmaki8B1,0.309998553
TXN_lzBnKyGFnEVE,0.208823323
TXN_39XvEq7EuE-c,0.005231037
TXN_4Z94@ReoYsds,0.899769739
TXN_B5u@PwoYBfse,0.748058765
TXN_ntiC_T67w_N9,0.93221255
TXN_UbpcoRuGB_7u,0.855183572
TXN_Z2Cvbk0OG-8V,0.390800774
TXN_CTFs2cIrY4w0,0.493974683
TXN_SWnTkfHEYpUp,0.549676524
TXN_@szMwIrf4jx@,0.254067611
TXN_vQPZcv4tjY5v,0.143671372
TXN_QpwNcjKbVmPf,0.96313557
TXN_Gow4HwAh3o_J,0.41262937
TXN_xr0-4SS@yUDv,0.240408051
TXN_sanB-3xN0u11,0.84476013
TXN_aI-5ckjJzyLy,0.923575349
TXN_KgAlzpRUk_bB,0.23723602
TXN_Uve3Y2x63A7H,0.251009307
TXN_3TNYmpwPFu3L,0.5903513
TXN_qu83DOCFfh5I,0.896561076
TXN_XXK9Y8tEo_vs,0.538603642
TXN_PsK@kzMSPzoh,0.976803021
TXN_uKygfX3vcnZT,0.346570522
TXN_vvh0YZtaoJ6@,0.712550811
TXN_PJI0Ufml8TZ6,0.957185014
TXN_Ipnjkqiy2cMx,0.362914782
TXN_ZwWbYMEcTtNf,0.418721433
TXN_A5-PsPIf2O4A,0.587296386
TXN_5ra0unSsyDnS,0.967076055
TXN_9m9M2Jlt9sGi,0.20929541
TXN_hU4fg71TWq69,0.840275962
TXN_sI4a-Q-ctxqd,0.699787725
TXN_mv3fXGThPdbl,0.716169877
TXN_0jMxiCd6KtFB,0.717289808
TXN_txBiGkiakEhL,0.450679759
TXN_R47RyZab-Hvk,0.861315789
TXN_EdiVC0edPteU,0.961098186
TXN_XL7flJ93_uup,0.221023853
TXN_O9LaRRqhvxOz,0.470715967
TXN_K5Y1bE26DUwG,0.145088884
TXN_Cnxgm@GAJyge,0.789021245
TXN_Zkw5Gmiw3iIy,0.578265045
TXN_kpAwHVMEmvfZ,0.783206892
TXN_6o8bNKuy4CDR,0.123428434
TXN_JDNqQk79c1-i,0.196311131
TXN_SeUdistXakcD,0.902351564
TXN_wHDvch3uqJwx,0.791094566
TXN_hWzmPrdZXTYV,0.767203411
TXN_P9SEC8Gq-EaH,0.636897213
TXN_fBs7hqPhHAJL,0.090784252
TXN_4lEaL3EGmwwe,0.35495786
TXN_0xisPtKl-Cpo,0.537274088
TXN_H1e@UlW7MCXM,0.755181565
TXN_2z-gK218eXp3,0.106570379
TXN_2QAhwsHlKfgQ,0.251689015
TXN_tdJb-d-X3-uC,0.599578565
TXN_seBFU4_MWJA4,0.023259146
TXN_uX2AJ9i5qWKk,0.782061914
TXN_x5UuhMwJeMOO,0.628660807
TXN_QJZJG861Jpyi,0.953835287
TXN_EyOs92LCr0SA,0.561800419
TXN_2GjPN8@Ajtmo,0.837546371
